name,category,province,regency,latitude,longitude,qid,images
Museum Nasional Ketransmigrasian,budaya,Lampung,Pringsewu,-5.377629,105.104916,,
Rahmat International Wildlife Museum & Gallery,budaya,Sumatera Utara,Kota Medan,3.579258,98.667732,,https://commons.wikimedia.org/wiki/Special:FilePath/Primate%20Taxidermy%2C%20Rahmat%20International%20Wildlife%20Museum%20and%20Gallery.jpg?width=800
Museum dan Pabrik Gula Gondang Winangoen,budaya,Jawa Tengah,Boyolali,-7.722056,110.560806,,
Museum Kebangkitan Nasional,budaya,DKI Jakarta,Jakarta Pusat,-6.178726,106.837968,,https://commons.wikimedia.org/wiki/Special:FilePath/Old%20Dutch%20building%20-%20panoramio.jpg?width=800
Museum Zoologi Bogor,budaya,Jawa Barat,Bogor,-6.60365,106.79701,,https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Het%20Zo%C3%B7logisch%20Museum%20en%20laboratorium%20van%20%27s%20Lands%20Plantentuin%20te%20Buitenzorg%20West-Java%20TMnr%2010010799.jpg?width=800
Museum Nasional Jogja,budaya,Jawa Tengah,Kota Magelang,-7.800156,110.353433,,https://commons.wikimedia.org/wiki/Special:FilePath/ARTJOG%20di%20Jogja%20National%20Museum.jpg?width=800
Museum Basoeki Abdullah,budaya,DKI Jakarta,Jakarta Selatan,-6.289754,106.793275,,
Museum Trisakti,budaya,DKI Jakarta,Jakarta Utara,-6.168471,106.78909,,
Museum Benteng Heritage,budaya,Banten,Kota Tangerang Selatan,-6.178687,106.629668,,https://commons.wikimedia.org/wiki/Special:FilePath/Balkon%20Lantai%20Dua%20Sisi%20Kiri%20Benteng%20Heritage.jpg?width=800
Museum Perjuangan Bogor,budaya,Banten,Kota Tangerang Selatan,-6.592889,106.788349,,
Museum Bengkulu,budaya,Sumatera Selatan,Kota Lubuklinggau,-3.815668,102.287588,,
Museum Layang-layang Indonesia,budaya,DKI Jakarta,Jakarta Selatan,-6.3078,106.79059,,https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Layang-layang%20Panoramic.JPG?width=800
Monumen Kapal Selam,budaya,Jawa Timur,Kota Surabaya,-7.26552,112.75027,,https://commons.wikimedia.org/wiki/Special:FilePath/Submarine%20Monument%20Surabaya%202.JPG?width=800
Museum Manusia Purba Sangiran,budaya,Jawa Tengah,Kota Surakarta,-7.45331,110.83435,,https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20manusia%20purba%20sangiran.png?width=800
Museum Karst Indonesia,budaya,Jawa Tengah,Kota Surakarta,-8.0412,110.78318,,https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Karst%20-%20panoramio%20%281%29.jpg?width=800
Museum Kayu Sampit,budaya,Kalimantan Barat,Sintang,-2.538422,112.958797,,https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Kayu%20Sampit%20001.jpg?width=800
Museum Polri,budaya,DKI Jakarta,Jakarta Selatan,-6.2393,106.8027,,https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20polri%2002.jpg?width=800
Siola,budaya,Jawa Timur,Kota Surabaya,-7.25875,112.738778,,https://commons.wikimedia.org/wiki/Special:FilePath/Tunjungan%20Siola%20di%202022%20%28infobox%29.jpg?width=800
Museum Bank Indonesia Padang,budaya,Sumatera Barat,Kota Padang,-0.96449,100.35827,,https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Kantoor%20van%20de%20Javasche%20Bank%20en%20het%20monument%20voor%20W.H.%20de%20Greve%20TMnr%2010015479.jpg?width=800
Museum Graha Bhakti Antara,budaya,DKI Jakarta,Jakarta Pusat,-6.16581,106.8339,,
Museum PDRI,budaya,Sumatera Barat,Lima Puluh Kota,-0.021203,100.369323,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Monumen_Nasional_Bela_Negara_PDRI.jpg/960px-Monumen_Nasional_Bela_Negara_PDRI.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20PDRI%20Sumbar%2032.jpg?width=800
Museum di Tengah Kebun,budaya,DKI Jakarta,Jakarta Selatan,-6.296328,106.795031,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Museum_kebun_01.jpg/960px-Museum_kebun_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20kebun%2001.jpg?width=800
Museum Keprajuritan Indonesia,budaya,DKI Jakarta,Jakarta Timur,-6.305834,106.897264,,
Museum Mandala Bhakti,budaya,Jawa Tengah,Kota Semarang,-6.984521,110.409309,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Museum_Mandala_Bhakti_met_op_de_voorgrond_het_monument_Tugu_Muda_aan_de_Taman_Tugu_Muda_te_Semarang%2C_KITLV_D13345.tiff/lossy-page1-960px-Museum_Mandala_Bhakti_met_op_de_voorgrond_het_monument_Tugu_Muda_aan_de_Taman_Tugu_Muda_te_Semarang%2C_KITLV_D13345.tiff.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Museum Perkembangan Islam Jawa Tengah,budaya,Jawa Tengah,Kota Semarang,-6.98465,110.44654,,
Museum Telekomunikasi,budaya,DKI Jakarta,Jakarta Timur,-6.302777,106.890653,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Patih_Gajah_Mada.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Patih%20Gajah%20Mada.jpg?width=800
Museum Situs Kotta Cinna,budaya,Sumatera Utara,Kota Medan,3.723243,98.656755,,
Museum Rumah Budaya Tembi,budaya,Jawa Tengah,Boyolali,-7.86987,110.35619,,
Museum Timor Timur,budaya,DKI Jakarta,Jakarta Timur,-6.303259,106.901458,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Museum_of_East_Timor.jpg/960px-Museum_of_East_Timor.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20of%20East%20Timor.jpg?width=800
Museum Sadurengas,budaya,Kalimantan Selatan,Kotabaru,-1.94808,116.211,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Museum_Sadurengas_171224001.JPG/960px-Museum_Sadurengas_171224001.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Sadurengas%20171224001.JPG?width=800
Bayt Al-Qur'an Al-Akbar,budaya,Jambi,Kota Jambi,-3.01146,104.704132,,https://upload.wikimedia.org/wikipedia/commons/a/af/Quran_Raksasa.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Museum Probolinggo,budaya,Jawa Timur,Kota Probolinggo,-7.75082,113.21577,,
Gedung Juang Tambun,budaya,Jawa Barat,Karawang,-6.259257,107.05462,,https://upload.wikimedia.org/wikipedia/id/thumb/c/c8/Reynan-gedung-juang-tambun-2014-12-21-612_result.jpg/960px-Reynan-gedung-juang-tambun-2014-12-21-612_result.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gedung%20Juang%2045%20Tambun.jpg?width=800
Museum Lampung,budaya,Lampung,Kota Bandar Lampung,-5.37223,105.24092,,
Museum Purbakala Pleret,budaya,Jawa Tengah,Boyolali,-7.86829,110.40524,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Museum_Pleret.jpg/960px-Museum_Pleret.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Memorial Jenderal Besar Soeharto,budaya,Jawa Tengah,Kota Magelang,-7.791243,110.281279,,
Museum Soesilo Soedarman,budaya,Jawa Tengah,Cilacap,-7.60034,109.21211,,
Museum Talaga Manggung,budaya,Jawa Barat,Kota Cirebon,-6.984885,108.311149,,https://upload.wikimedia.org/wikipedia/commons/0/0d/Guns_of_Talaga_Manggung_Museum.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Museum Semarajaya,budaya,Bali,Bangli,-8.535528,115.402667,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Semarajaya_Museum_-_2015.02_-_panoramio.jpg/960px-Semarajaya_Museum_-_2015.02_-_panoramio.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/ID-bali-klungkung-mus-semarajaya.jpg?width=800
Museum Kartini,budaya,Jawa Tengah,Jepara,-6.141151,110.777304,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/R.A._Kartini_Museum_Jepara.jpg/960px-R.A._Kartini_Museum_Jepara.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/R.A.%20Kartini%20Museum%20Jepara.jpg?width=800
Museum Perumusan Naskah Proklamasi,budaya,DKI Jakarta,Jakarta Pusat,-6.20036,106.83115,,https://upload.wikimedia.org/wikipedia/commons/6/63/Museum_perumusan_naskah_proklamasi.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Satriamandala%20Museum%20main%20building.jpg?width=800
Museum Pers Nasional,budaya,Jawa Tengah,Kota Surakarta,-7.56502,110.81805,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/National_Press_Monument%2C_Solo_%28panorama%29_Diliff.jpg/960px-National_Press_Monument%2C_Solo_%28panorama%29_Diliff.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Monumen%20Pers%20Nasional%2C%20Surakarta%20%28panorama%29.jpg?width=800
Museum Angkut,budaya,Jawa Timur,Batu,-7.87906,112.51986,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Museum_angkut.jpg/960px-Museum_angkut.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20angkut.jpg?width=800
Gerbong Maut,budaya,Jawa Timur,Kota Malang,-7.971882,112.620745,,
Museum Agung Bung Karno,budaya,Bali,Kota Denpasar,-8.672314,115.225437,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Museum_Agung_Bung_Karno.png/960px-Museum_Agung_Bung_Karno.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Agung%20Bung%20Karno.png?width=800
Museum Huta Bolon Simanindo,budaya,Sumatera Utara,Kota Pematangsiantar,2.7525,98.7445,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Rumah_adat_bolon_di_Museum_Huta_Bolon_Simanindo.jpg/960px-Rumah_adat_bolon_di_Museum_Huta_Bolon_Simanindo.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Rumah%20Bolon%20di%20Museum%20Huta%20Bolon%20Simanindo.jpg?width=800
Museum Serangga dan Taman Kupu-Kupu,budaya,DKI Jakarta,Jakarta Timur,-6.3055,106.89552,,
Museum dan Monumen Dr. Soetomo,budaya,Jawa Tengah,Kota Surakarta,-7.665222,111.885472,,
Museum Kesehatan Surabaya,budaya,Jawa Timur,Kota Surabaya,-7.239955,112.732064,,
Museum Flora dan Fauna Tarakan,budaya,Kalimantan Utara,Kota Tarakan,3.313297,117.594603,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Museum_Flora_dan_Fauna_Kota_Tarakan.JPG/960px-Museum_Flora_dan_Fauna_Kota_Tarakan.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Flora%20dan%20Fauna%20Kota%20Tarakan.JPG?width=800
Museum Bank Indonesia Surabaya,budaya,Jawa Timur,Kota Surabaya,-7.235333,112.736806,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Bank_Indonesia_Museum%2C_Surabaya_%28De_Javasche_Bank%29%2C_2025_%2802%29.jpg/960px-Bank_Indonesia_Museum%2C_Surabaya_%28De_Javasche_Bank%29%2C_2025_%2802%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Bank%20Indonesia%20Surabaya.jpg?width=800
Pusat Sejarah Tentara Nasional Indonesia,budaya,DKI Jakarta,Jakarta Selatan,-6.231349,106.820149,,
Museum Brawijaya Malang,budaya,Jawa Timur,Kota Malang,-7.972094,112.621147,,https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Brawijaya%20Malang%20with%20Statue%20of%20Sudirman.jpg?width=800
Museum Subak,budaya,Bali,Gianyar,-8.545302,115.13808,,https://upload.wikimedia.org/wikipedia/id/thumb/0/03/Museum_Subak.jpeg/960px-Museum_Subak.jpeg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Museum Hakka Indonesia dan Taman Tionghoa,budaya,DKI Jakarta,Jakarta Timur,-6.305389,106.904,,https://commons.wikimedia.org/wiki/Special:FilePath/Indonesia%20Hakka%20Museum.JPG?width=800
Museum Daerah Kabupaten Lumajang,budaya,Jawa Timur,Kota Probolinggo,-8.07533,113.23627,,
Museum Bank Rakyat Indonesia,budaya,Jawa Tengah,Cilacap,-7.423735,109.225764,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Bank_BRI_Museum_Purwokerto.jpg/960px-Bank_BRI_Museum_Purwokerto.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Bank%20BRI%20Museum%20Purwokerto.jpg?width=800
Museum Balaputra Dewa,budaya,Jambi,Kota Jambi,-2.95096,104.73069,,https://upload.wikimedia.org/wikipedia/id/0/02/Gambar_Museum_Museum_Balaputra_Dewa.jpeg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Rumah%20Limas%20of%20IDR%2010000%20banknote.jpg?width=800
Museum Sultan Mahmud Badaruddin II,budaya,Jambi,Kota Jambi,-2.99026,104.7611,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Sultan_Mahmud_Badaruddin_II_Museum%2C_Palembang.jpg/960px-Sultan_Mahmud_Badaruddin_II_Museum%2C_Palembang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Sultan%20Mahmud%20Badaruddin%20II%20Museum%2C%20Palembang.jpg?width=800
Museum Dr. H.C. Oemboe Hina Kapita,budaya,Nusa Tenggara Timur,Sumba Timur,-9.651393,120.262198,,
Museum Seni Modern dan Kontemporer di Nusantara,budaya,DKI Jakarta,Jakarta Pusat,-6.190907,106.767875,,
Roemah Martha Tilaar,budaya,Jawa Tengah,Kebumen,-7.606917,109.509806,,
Museum Maritim Indonesia,budaya,DKI Jakarta,Jakarta Pusat,-6.107527,106.883397,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Museum_Maritim_Indonesia.jpg/960px-Museum_Maritim_Indonesia.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Maritim%20Indonesia.jpg?width=800
Museum Istana Kepresidenan Yogyakarta,budaya,Jawa Tengah,Boyolali,-7.800094,110.36395,,
Museum Musik Indonesia (MMI),budaya,Jawa Timur,Kota Malang,-7.940241,112.620827,,https://commons.wikimedia.org/wiki/Special:FilePath/Gedung%20Kesenian%20Gajayana%20-%20Museum%20Musik%20Indonesia.jpg?width=800
Rumah Kelahiran Tan Malaka,budaya,Sumatera Barat,Lima Puluh Kota,-0.087139,100.419083,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Rumah_Kelahiran_Tan_Malaka.jpg/960px-Rumah_Kelahiran_Tan_Malaka.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Rumah%20Kelahiran%20Tan%20Malaka.jpg?width=800
Museum Perkebunan Indonesia,budaya,Sumatera Utara,Kota Medan,3.556111,98.688861,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Museum_Perkebunan_Indonesia.jpg/960px-Museum_Perkebunan_Indonesia.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Koleksi%20Museum%20Perkebunan%20Indonesia.jpg?width=800
Museum Islam Indonesia KH Hasyim Asy'ari Tebuireng,budaya,Jawa Timur,Kota Kediri,-7.608639,112.234611,,
Museum Lingkungan Batik Joglo Ciptowening,budaya,DI Yogyakarta,Bantul,-7.922086,110.384531,,
Museum dan Tanah Liat,budaya,DI Yogyakarta,Bantul,-7.820094,110.33947,,
Museum Ali Hasyimi,budaya,Aceh,Kota Banda Aceh,5.531411,95.303208,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Ali_Hasyimi%2C_Gubernur_Atjeh.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Museum Tuanku Imam Bonjol,budaya,Sumatera Barat,Pasaman,0.001389,100.221167,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Museum_Tuanku_Imam_Bonjol_01.jpg/960px-Museum_Tuanku_Imam_Bonjol_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Tuanku%20Imam%20Bonjol%2001.jpg?width=800
House of Sampoerna,budaya,Jawa Timur,Kota Surabaya,-7.230806,112.73425,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/House_of_Sampoerna_Mei_2015.jpg/960px-House_of_Sampoerna_Mei_2015.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/House%20of%20Sampoerna%20Mei%202015.jpg?width=800
Yayasan Amai Setia,budaya,Sumatera Barat,Agam,-0.313422,100.354884,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Kerajinan_Amai_Setia.jpg/960px-Kerajinan_Amai_Setia.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Kerajinan%20Amai%20Setia.jpg?width=800
Museum Gua Harimau,budaya,Sumatera Selatan,Ogan Komering Ulu,-4.06927,103.931477,,
Museum Samudera Pasai,budaya,Aceh,Aceh Utara,5.132589,97.2018,,
Museum Keris Nusantara,budaya,Jawa Tengah,Kota Surakarta,-7.56881,110.81085,,https://upload.wikimedia.org/wikipedia/commons/b/b5/Museumkerisnusantara_2.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Museumkerisnusantara%202.jpg?width=800
Museum Situs Batujaya,budaya,Jawa Barat,Karawang,-6.05656,107.157904,,
Museum Coelacanth Ark,budaya,Sulawesi Utara,Kota Manado,1.486862,124.83183,,
Museum Negeri Sulawesi Utara,budaya,Sulawesi Utara,Kota Manado,1.48826,124.84468,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Museum_Negeri_Provinsi_Sulawesi_Utara_di_Manado.jpg/960px-Museum_Negeri_Provinsi_Sulawesi_Utara_di_Manado.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Rumah Kelahiran Bung Hatta,budaya,Sumatera Barat,Kota Bukittinggi,-0.30078,100.37311,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Mohammad_Hatta_Birth_Place_and_Museum%2C_Bukittinggi%2C_West_Sumatra_2017-02-13_01.jpg/960px-Mohammad_Hatta_Birth_Place_and_Museum%2C_Bukittinggi%2C_West_Sumatra_2017-02-13_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Mohammad%20Hatta%20Birth%20Place%20and%20Museum%2C%20Bukittinggi%2C%20West%20Sumatra%202017-02-13%2001.jpg?width=800
Museum Virajati Seskoad,budaya,Jawa Barat,Kota Bandung,-6.926867,107.629363,,
Museum Kapuas Raya,budaya,Kalimantan Barat,Sintang,0.08316,111.57699,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Museum_Kapuas_Raya_01.jpg/960px-Museum_Kapuas_Raya_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Kapuas%20Raya%2001.jpg?width=800
De Tjolomadoe,budaya,Jawa Tengah,Kota Surakarta,-7.53438,110.74992,,https://upload.wikimedia.org/wikipedia/commons/5/53/COLLECTIE_TROPENMUSEUM_De_Colomadu_suikerfabriek_in_Malangjiwan_in_de_omgeving_van_Soerakarta_TMnr_60005243.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20De%20Colomadu%20suikerfabriek%20in%20Malangjiwan%20in%20de%20omgeving%20van%20Soerakarta%20TMnr%2060005243.jpg?width=800
Museum Yadnya,budaya,Bali,Gianyar,-8.54315,115.17124,,
Gedung Joang '45 Sumatra Barat,budaya,Sumatera Barat,Kota Padang,-0.957959,100.353705,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Gedung_Joang_%2745_Sumatra_Barat_20211108.jpg/960px-Gedung_Joang_%2745_Sumatra_Barat_20211108.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gedung%20Joang%20%2745%20Sumatra%20Barat%2020211108.jpg?width=800
Museum Kota Bandung,budaya,Jawa Barat,Kota Bandung,-6.90965,107.60943,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Tampak_Luar_Museum_Kota_Bandung_%28Desember_2024%29_01.jpg/960px-Tampak_Luar_Museum_Kota_Bandung_%28Desember_2024%29_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Tampak%20Luar%20Museum%20Kota%20Bandung%20%28Desember%202024%29%2001.jpg?width=800
Museum Romo Mangun,budaya,Jawa Tengah,Boyolali,-7.784146,110.368717,,
Rumah Pengasingan Bung Hatta,budaya,Maluku,Maluku Tengah,-4.5274,129.8998,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/RUMAH_PENGASINGAN_BUNG_HATTA.jpg/960px-RUMAH_PENGASINGAN_BUNG_HATTA.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Rumah%20Pengasingan%20Bung%20Hatta%2001.jpg?width=800
Museum Zoologi,budaya,Sumatera Barat,Kota Bukittinggi,-0.3007,100.37052,,https://upload.wikimedia.org/wikipedia/commons/7/72/Museum_Zoologi_Bukittinggi_2.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Zoologi%20Bukittinggi.jpg?width=800
Rumah Gadang Mande Rubiah,budaya,Sumatera Barat,Pesisir Selatan,-2.25238,101.12648,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Rumah_Gadang_Mande_Rubiah_01.jpg/960px-Rumah_Gadang_Mande_Rubiah_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Rumah%20Gadang%20Mande%20Rubiah%2001.jpg?width=800
Museum Rumah Adat Baanjuang,budaya,Sumatera Barat,Kota Bukittinggi,-0.300667,100.369556,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Museum_Rumah_Adat_Baanjuang_Bukittinggi.jpg/960px-Museum_Rumah_Adat_Baanjuang_Bukittinggi.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Rumah%20Baanjuang%20Bukittinggi.jpg?width=800
Museum RRI Bukittinggi,budaya,Sumatera Barat,Kota Bukittinggi,-0.300056,100.366556,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Museum_RRI_Bukittinggi.jpg/960px-Museum_RRI_Bukittinggi.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Rumah Puisi Taufiq Ismail,budaya,Sumatera Barat,Kota Bukittinggi,-0.413278,100.406278,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Rumah_Puisi_Taufiq_Ismail.JPG/960px-Rumah_Puisi_Taufiq_Ismail.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Rumah%20Puisi%20Taufiq%20Ismail.JPG?width=800
Museum Tari Sawahlunto,budaya,Sumatera Barat,Kota Sawahlunto,-0.679917,100.776806,,
Museum Rumah Kelahiran Bagindo Aziz Chan,budaya,Sumatera Barat,Kota Padang,-0.955917,100.364278,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Rumah_Kelahiran_Bagindo_Azizchan.jpg/960px-Rumah_Kelahiran_Bagindo_Azizchan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Rumah%20Kelahiran%20Bagindo%20Azizchan.jpg?width=800
Museum Tambang Batubara Ombilin,budaya,Sumatera Barat,Kota Sawahlunto,-0.679889,100.777556,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Museum_Tambang_Batu_Bara_Ombilin.jpg/960px-Museum_Tambang_Batu_Bara_Ombilin.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Tambang%20Batu%20Bara%20Ombilin.jpg?width=800
Museum Deli Serdang,budaya,Sumatera Utara,Kota Medan,3.55184,98.866539,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Museum_of_Deli_Serdang_site_visit_by_Wikimedia_Indonesia%3B_January_2020_%2813%29.jpg/960px-Museum_of_Deli_Serdang_site_visit_by_Wikimedia_Indonesia%3B_January_2020_%2813%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Landmark%20Museum%20Deli%20Serdang.jpg?width=800
Museum Karo Lingga,budaya,Aceh,Aceh Tenggara,3.118111,98.475278,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Museum_Karo_Lingga.jpg/960px-Museum_Karo_Lingga.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Karo%20Lingga.jpg?width=800
Museum Uang Sumatra,budaya,Sumatera Utara,Kota Medan,3.5819,98.68236,,https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Uang%20Sumatera.jpg?width=800
Museum Balla Lompoa,budaya,Sulawesi Selatan,Kota Makassar,-5.206618,119.452776,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/MuseumBallaLompoa.JPG/960px-MuseumBallaLompoa.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/MuseumBallaLompoa.JPG?width=800
