name,category,province,regency,latitude,longitude,qid,images
Museum Blambangan,budaya,Jawa Timur,Banyuwangi,-8.22089,114.36816,,
Museum Buntu Kalando,budaya,Sulawesi Tengah,Poso,-3.085598,119.912733,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Museum_Buntu_Kalando_03.jpg/960px-Museum_Buntu_Kalando_03.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Buntu%20Kalando%2003.jpg?width=800
Museum Gereja Batak Karo Protestan,budaya,Sumatera Utara,Karo,3.281133,98.554692,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Museum_GBKP_atau_Gereja_Batak_Karo_Protestan.jpg/960px-Museum_GBKP_atau_Gereja_Batak_Karo_Protestan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Batak%20Karo%20Protestan%20tampak%20samping.jpg?width=800
Museum Istana Buton,budaya,Sulawesi Tenggara,Kota Bau-Bau,-5.45833,122.603194,,
Museum Kendil Kemilau Emas,budaya,Riau,Kampar,0.341938,100.957728,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Rumah_Lontiak_Kandil_Kemilau_Emas_%285%29.jpg/960px-Rumah_Lontiak_Kandil_Kemilau_Emas_%285%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Rumah%20Lontiak%20Kandil%20Kemilau%20Emas%20%285%29.jpg?width=800
Museum Kota Makassar,budaya,Sulawesi Selatan,Kota Makassar,-5.13462,119.40854,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Museum_Kota_Makassar.jpg/960px-Museum_Kota_Makassar.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Kota%20Makassar.jpg?width=800
Museum Linggam Cahaya,budaya,Kepulauan Riau,Kota Tanjungpinang,-0.21614,104.60086,,
Museum Loka Budaya Universitas Cendrawasih,budaya,Papua,Jayapura,-2.61064,140.66043,,
Museum Mandar,budaya,Sulawesi Tengah,Poso,-3.54407,118.96332,,
Museum Negeri Provinsi Papua,budaya,Papua,Jayapura,-2.595003,140.63087,,
Museum Nyamuk,budaya,Jawa Barat,Pangandaran,-7.673768,108.6802,,
Museum Oei Hong Djien,budaya,Jawa Tengah,Kota Magelang,-7.481322,110.219376,,
Museum Perundingan Linggajati,budaya,Jawa Barat,Kota Cirebon,-6.881254,108.474791,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Gedung_Perundingan_Linggarjati%2C_Kuningan001.JPG/960px-Gedung_Perundingan_Linggarjati%2C_Kuningan001.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gedung%20Perundingan%20Linggarjati%2C%20Kuningan001.JPG?width=800
Museum Pusat Informasi Majapahit,budaya,Jawa Timur,Batu,-7.559764,112.381,,https://upload.wikimedia.org/wikipedia/commons/f/f3/Airlangga.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Museum Seni Lukis Klasik Bali,budaya,Bali,Bangli,-8.552214,115.386776,,
Museum Sepuluh Nopember,budaya,Jawa Timur,Kota Surabaya,-7.24523,112.73816,,
Museum Simalungun,budaya,Sumatera Utara,Kota Pematangsiantar,2.954288,99.061083,,https://upload.wikimedia.org/wikipedia/commons/9/9c/COLLECTIE_TROPENMUSEUM_Het_Simaloengoen_Museum_in_Pematangsiantar_TMnr_60024757.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Rumah%20bolon%20simalungun.jpg?width=800
Museum Simettengpola Saoraja Mallangga,budaya,Sulawesi Selatan,Soppeng,-4.136767,120.033212,,https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Simettengpola%20Saoraja%20Mallangga%2001.jpg?width=800
Museum Sultan Syarif Kasim,budaya,Riau,Bengkalis,1.47667,102.103246,,
Museum Siginjei Jambi,budaya,Jambi,Kota Jambi,-1.607658,103.590401,,https://upload.wikimedia.org/wikipedia/commons/d/dd/Museum_Siginjei.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Museum Perjuangan TNI 45,budaya,Sumatera Utara,Kota Medan,3.583917,98.674139,,
Museum Sultan Sulaiman Badrul Alamsyah,budaya,Kepulauan Riau,Kota Tanjungpinang,0.929544,104.443976,,https://upload.wikimedia.org/wikipedia/commons/8/8e/Museumtanjungpinang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Museumtanjungpinang.jpg?width=800
Museum Daerah Kabupaten Langkat,budaya,Aceh,Aceh Tenggara,3.892806,98.425556,,
Museum Sri Serindit,budaya,Kepulauan Riau,Natuna,3.94892,108.36916,,
"Museum Balai Budaya Batak ""Arjuna""",budaya,Sumatera Utara,Toba,2.381223,99.152274,,
Museum Niat Lima Laras,budaya,Sumatera Utara,Batu Bara,3.20405,99.601275,,
Museum Tebing Tinggi,budaya,Sumatera Utara,Kota Pematangsiantar,3.328694,99.162944,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Museum_Tebing_Tinggi.jpg/960px-Museum_Tebing_Tinggi.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Plang%20nama%20Museum%20Kota%20Tebing%20Tinggi.jpg?width=800
Museum Rumah Bolon Adat Pematang Purba,budaya,Sumatera Utara,Karo,2.916286,98.715438,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Rumah_Bolon_at_Pematang_Purba.jpg/960px-Rumah_Bolon_at_Pematang_Purba.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Rumah%20Bolon%20at%20Pematang%20Purba.jpg?width=800
Museum Tosan Aji,budaya,Jawa Tengah,Kota Magelang,-7.71086,110.01,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Inbound5362715310648609663.jpg/960px-Inbound5362715310648609663.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Inbound5362715310648609663.jpg?width=800
Museum Bikon Blewut,budaya,Nusa Tenggara Timur,Sikka,-8.666281,122.184356,,https://upload.wikimedia.org/wikipedia/commons/e/e9/Museum_Bikon_Blewut.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Bikon%20Blewut.jpg?width=800
Museum & Gallery Satwa Liar Dunia,budaya,Sumatera Utara,Kota Pematangsiantar,2.953686,99.06111,,
Museum Menara Gentala Arasy,budaya,Jambi,Kota Jambi,-1.58425,103.61409,,https://upload.wikimedia.org/wikipedia/commons/1/14/Gntl_Arsy.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Gntl%20Arsy.jpg?width=800
Museum Prabu Siliwangi,budaya,Jawa Barat,Cianjur,-6.90639,106.91332,,
Museum Pusaka Karo,budaya,Aceh,Aceh Tenggara,3.19492,98.50822,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Museum_Pusaka_Karo_%28Berastagi%29.jpg/960px-Museum_Pusaka_Karo_%28Berastagi%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Pusaka%20Karo%20%28Berastagi%29.jpg?width=800
Museum Pendidikan Indonesia,budaya,Jawa Tengah,Boyolali,-7.774465,110.385176,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Museum_Pendidikan_Indonesia.jpg/960px-Museum_Pendidikan_Indonesia.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Pendidikan%20Indonesia.jpg?width=800
Museum Popa Eyato,budaya,Sulawesi Utara,Kota Kotamobagu,0.536328,123.078671,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Museum_Provinsi_Gorontalo.jpg/960px-Museum_Provinsi_Gorontalo.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Provinsi%20Gorontalo.jpg?width=800
Museum Cakraningrat,budaya,Jawa Timur,Kota Surabaya,-7.04811,112.73545,,
Museum Dr. A. K. Gani,budaya,Jambi,Kota Jambi,-2.92958,104.76989,,
Museum Memorial Kedaton Sultan Ternate,budaya,Sulawesi Utara,Kota Bitung,0.80054,127.38405,,https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Het%20Museum%20Kedaton%20voormalige%20paleis%20van%20de%20sultan%20van%20Ternate%20TMnr%2010016840.jpg?width=800
Museum Penataran,budaya,Jawa Timur,Kota Kediri,-8.01258,112.20893,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Museum_Penataran_Blitar.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Penataran%20Blitar.jpg?width=800
Museum Prof. Dr. R. Soegarda Poerbakawatja,budaya,Jawa Tengah,Banjarnegara,-7.38838,109.36302,,
Museum Sunan Giri,budaya,Jawa Timur,Kota Surabaya,-7.167986,112.626022,,
Museum Tanjungpandan,budaya,Kepulauan Bangka Belitung,Belitung,-2.74003,107.628365,,
Museum Batiwakkal,budaya,Kalimantan Timur,Berau,2.16013,117.492,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Museum_Batiwakkal.jpg/960px-Museum_Batiwakkal.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Batiwakkal.jpg?width=800
Museum Siraja,budaya,Kalimantan Timur,Berau,2.157361,117.423414,,
Museum Teknoform,budaya,Jawa Timur,Kota Surabaya,-7.31163,112.7824,,
Museum Padepokan Sumber Karahayon,budaya,Jawa Tengah,Boyolali,-7.859592,110.408933,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Museum_Padepokan_Sumber_Karahayon_%281%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Koleksi%20Museum%20Padepokan%20Sumber%20Karahayon%20%281%29.jpg?width=800
Museum Batara Guru,budaya,Sulawesi Tengah,Poso,-2.97733,120.196023,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Museum_Batara_Guru_01.jpg/960px-Museum_Batara_Guru_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Batara%20Guru%2001.jpg?width=800
Museum Bumiputera 1912,budaya,Jawa Tengah,Kota Magelang,-7.471996,110.21788,,
Museum Geoteknologi Mineral UPN Veteran,budaya,Jawa Tengah,Boyolali,-7.78149,110.41457,,
Museum Gumuk Pasir,budaya,Jawa Tengah,Kota Magelang,-8.009245,110.302156,,
Museum H. Widayat,budaya,Jawa Tengah,Kota Magelang,-7.59996,110.22307,,
Museum Negeri Gayo,budaya,Aceh,Aceh Tengah,4.62745,96.84797,,
Museum Rumah Sakit Mata Dr. Yap,budaya,Jawa Tengah,Boyolali,-7.780715,110.375047,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Dr_Yap_Eye_Clinic_Yogyakarta%2C_Kota_Jogjakarta_200_Tahun%2C_plate_after_page_96.jpg/960px-Dr_Yap_Eye_Clinic_Yogyakarta%2C_Kota_Jogjakarta_200_Tahun%2C_plate_after_page_96.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Rumah%20Sakit%20Mata%20Dr.%20Yap%201.jpg?width=800
Museum Pedir,budaya,Aceh,Pidie Jaya,5.258267,96.071633,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Pedir_Museum.jpg/960px-Pedir_Museum.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pedir%20Museum.jpg?width=800
Monumen Pancasila Sakti,budaya,DKI Jakarta,Jakarta Timur,-6.29027,106.90816,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Monumen_Pancasila_Sakti.jpg/960px-Monumen_Pancasila_Sakti.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Monumen%20Pancasila%20Sakti.jpg?width=800
Museum Daerah Kabupaten Maros,budaya,Sulawesi Selatan,Kota Makassar,-5.00613,119.57469,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Region_Museum_in_Maros.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Daerah%20Kabupaten%20Maros%2004.jpg?width=800
History of Sundaland Museum,budaya,Jawa Barat,Karawang,-6.326778,107.294556,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Kunjungan_Atalia_Ridwan_Kamil_di_Museum_History_of_Sundaland.jpg/960px-Kunjungan_Atalia_Ridwan_Kamil_di_Museum_History_of_Sundaland.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Kunjungan%20Atalia%20Ridwan%20Kamil%20di%20Museum%20History%20of%20Sundaland.jpg?width=800
Museum Harry Darsono,budaya,DKI Jakarta,Jakarta Selatan,-6.287929,106.801943,,
Museum Geopark Batur,budaya,Bali,Bangli,-8.283485,115.365061,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Museum_Geopark_Batur_01.jpg/960px-Museum_Geopark_Batur_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Geopark%20Batur%2001.jpg?width=800
Museum Bahari Bintan,budaya,Kepulauan Riau,Bintan,1.02435,104.65294,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Museum_Bahari_Bintan_14.jpg/960px-Museum_Bahari_Bintan_14.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Bahari%20Bintan%20%28Tampak%20kanan%29.jpg?width=800
Museum Budaya dan Sejarah Siak Balai Rung Sri,budaya,Riau,Kota Pekanbaru,0.79675,102.04496,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Pameran-temporer-di-museum-balairun.jpg/960px-Pameran-temporer-di-museum-balairun.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Museum Buleleng,budaya,Bali,Buleleng,-8.124767,115.097582,,
Museum Kayu Wanagama,budaya,Jawa Tengah,Boyolali,-7.893206,110.547454,,
Museum Kekhatuan Semaka,budaya,Lampung,Tanggamus,-5.384492,104.465339,,
Museum Multatuli,budaya,Banten,Pandeglang,-6.360637,106.247224,,https://upload.wikimedia.org/wikipedia/commons/0/0c/Museum_multatuli_rangkasbitung_lebak.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20multatuli%20rangkasbitung%20lebak.jpg?width=800
Museum Ne' Gandeng,budaya,Sulawesi Tengah,Poso,-2.928736,119.949006,,https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Ne%60Gandeng%20Toraja%2001.jpg?width=800
Museum Negeri Provinsi Banten,budaya,Banten,Kota Serang,-6.115705,106.15036,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Museum_Negeri_Banten_2025-07-15.jpg/960px-Museum_Negeri_Banten_2025-07-15.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Negeri%20Banten%202025-07-15.jpg?width=800
Museum Timah Indonesia,budaya,Sumatera Selatan,Banyuasin,-2.1183,106.10948,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Museum_Timah_Indonesia_Muntok.jpg/960px-Museum_Timah_Indonesia_Muntok.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Rumah Budaya Sumba,budaya,Nusa Tenggara Barat,Kota Bima,-9.433109,119.214774,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Sumba%2C_its_traditional_house%2C_and_its_people.jpg/960px-Sumba%2C_its_traditional_house%2C_and_its_people.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Sumba%2C%20its%20traditional%20house%2C%20and%20its%20people.jpg?width=800
Museum Koleksi dan Galeri Raz,budaya,Sumatera Utara,Kota Medan,3.56811,98.64381,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/RAZ_Museum_%26_Gallery_34.jpg/960px-RAZ_Museum_%26_Gallery_34.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Museum Kota Langsa,budaya,Aceh,Gayo Lues,4.471233,97.967583,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Langsa_Bale_Juang.jpg/960px-Langsa_Bale_Juang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Langsa%20Bale%20Juang.jpg?width=800
Museum Kota Lhokseumawe,budaya,Aceh,Kota Lhokseumawe,5.180545,97.140542,,
Museum Pahlawan Nasional Jamin Gintings,budaya,Aceh,Aceh Tenggara,3.06115,98.5206,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Museum_Pahlawan_Nasional_Jamin_Ginting.jpg/960px-Museum_Pahlawan_Nasional_Jamin_Ginting.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Pahlawan%20Nasional%20Jamin%20Ginting.jpg?width=800
Museum Karst dan Budaya,budaya,Sulawesi Selatan,Kota Makassar,-4.835848,119.546679,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Museum_Karst_dan_Budaya_01.jpg/960px-Museum_Karst_dan_Budaya_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Karst%20dan%20Budaya%2001.jpg?width=800
Museum Pulau Onrust,budaya,DKI Jakarta,Jakarta Utara,-6.033491,106.735144,,
Museum La Pawawoi,budaya,Sulawesi Selatan,Soppeng,-4.537392,120.328919,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Museum_La_Pawawoi_07.jpg/960px-Museum_La_Pawawoi_07.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20La%20Pawawoi%2007.jpg?width=800
Museum Sonyine Malige,budaya,Sulawesi Utara,Kota Bitung,0.650121,127.443615,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Museum_Sonyine_Malige_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Sonyine%20Malige%2001.jpg?width=800
Bayt AI-Qur'an dan Museum lstiqlal,budaya,DKI Jakarta,Jakarta Timur,-6.302822,106.887863,,
Museum Barli,budaya,Jawa Barat,Kota Bandung,-6.878004,107.587589,,https://upload.wikimedia.org/wikipedia/commons/7/70/Tampak_Samping_Museum_Barli_2023-03-18.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Tampak%20Depan%20Museum%20Barli%202023-03-18.jpg?width=800
Museum Monumen Perjuangan Rakyat Sumatera Bagian Selatan,budaya,Jambi,Kota Jambi,-2.98983,104.76072,,
Museum Pengkhianatan PKI,budaya,DKI Jakarta,Jakarta Timur,-6.291062,106.907314,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Museum_Pengkhianatan_PKI.jpg/960px-Museum_Pengkhianatan_PKI.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Museum Perjuangan Rakyat Jambi,budaya,Jambi,Kota Jambi,-1.59632,103.60688,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Museum_Perjuangan_Rakyat_Jambi.jpg/960px-Museum_Perjuangan_Rakyat_Jambi.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Perjuangan%20Rakyat%20Jambi.jpg?width=800
Museum Taman Tino Sidin,budaya,DI Yogyakarta,Bantul,-7.79931,110.34497,,
Museum Daerah Kabupaten Subang,budaya,Jawa Barat,Sumedang,-6.568122,107.756209,,
Museum 1000 Moko,budaya,Nusa Tenggara Timur,Timor Tengah Utara,-8.216341,124.526054,,
Museum Landorundun,budaya,Sulawesi Tengah,Poso,-2.959444,119.915833,,
Museum Manusia Purba Gilimanuk,budaya,Jawa Timur,Banyuwangi,-8.16745,114.44061,,
Museum UNS Jawa Tengah,budaya,Jawa Tengah,Kota Surakarta,-7.55886,110.85648,,
Museum Wiswakarma,budaya,Bali,Gianyar,-8.6101,115.24866,,
Museum Glagah Wangi,budaya,Jawa Tengah,Kota Semarang,-6.89409,110.63855,,
Museum Panti Pangrekso Kagungan Dalem Syeh Djangkung Panembahan Landoh,budaya,Jawa Tengah,Jepara,-6.89949,110.98006,,
Museum Vulkanologi,budaya,Jawa Tengah,Kota Magelang,-7.59996,110.22307,,
Museum Situs Patiayam,budaya,Jawa Tengah,Jepara,-6.79356,110.93859,,
Museum Panglima Besar Jenderal Soedirman Purwokerto,budaya,Jawa Tengah,Cilacap,-7.41979,109.19614,,
Museum Batam Raja Ali Haji,budaya,Kepulauan Riau,Kota Batam,1.129777,104.053706,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Museum_raja_ali_haji_1.jpg/960px-Museum_raja_ali_haji_1.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Museum Lokal Kabupaten Grobogan,budaya,Jawa Tengah,Kota Surakarta,-7.09115,110.91726,,
Museum Rahmah El Yunusiyah,budaya,Sumatera Barat,Kota Bukittinggi,-0.461187,100.398318,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Museum_Rahmah_El_Yunusiyah_oleh_Denas.jpg/960px-Museum_Rahmah_El_Yunusiyah_oleh_Denas.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Rahmah%20El%20Yunusiyah%20oleh%20Denas.jpg?width=800
Museum BPK RI,budaya,Jawa Tengah,Kota Magelang,-7.47429,110.21413,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Museum_Badan_Pemeriksa_Keuangan_RI.jpg/960px-Museum_Badan_Pemeriksa_Keuangan_RI.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Museum Dewan Perwakilan Rakyat Republik Indonesia,budaya,DKI Jakarta,Jakarta Selatan,-6.210203,106.799774,,https://commons.wikimedia.org/wiki/Special:FilePath/MuseumDPRRI.jpg?width=800
Museum Anatomi FKIK Universitas Katolik Indonesia Atma Jaya,budaya,DKI Jakarta,Jakarta Utara,-6.125168,106.793358,,
"Museum Kehutanan ""Ir. Djamaludin Suryohadikusumo""",budaya,DKI Jakarta,Jakarta Pusat,-6.206896,106.798519,,
Museum Gedung Sate,budaya,Jawa Barat,Kota Bandung,-6.902226,107.619229,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Museum_Gedung_Sate.jpg/960px-Museum_Gedung_Sate.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Gedung%20Sate.jpg?width=800
